,ID,SRM,Name,DateIssued,Measureand,InChI,CertRef,Value,Uncertainty,95low,95high,u,UnitNumerator,UnitDenominator,Mass/Volume,WetDry,Uncertainty.1,k
656,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"4,4'-DDE",1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,Ref,86.0,12.0,74.0,98.0,6.0,ug,kg,M,dry,12.0,2.0
657,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"4,4'-DDT","1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",Ref,170.0,32.0,138.0,202.0,16.0,ug,kg,M,dry,32.0,2.0
658,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,4-Methylphenanthrene+9-Methylphenanthrene,,Ref,1.6,0.2,1.4000000000000001,1.8,0.1,mg,kg,M,dry,0.2,2.0
659,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,4-Methylpyrene,"1S/C17H12/c1-11-10-14-6-2-4-12-8-9-13-5-3-7-15(11)17(13)16(12)14/h2-10H,1H3",Ref,1.44,0.03,1.41,1.47,0.015,mg,kg,M,dry,0.03,2.0
660,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,7-Methylfluoranthene,,Ref,0.69,0.02,0.6699999999999999,0.71,0.01,mg,kg,M,dry,0.02,2.0
661,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,8-Methylfluoranthene,,Ref,0.86,0.02,0.84,0.88,0.01,mg,kg,M,dry,0.02,2.0
662,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Acenaphthene,"1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",Ref,0.39,0.03,0.36,0.42000000000000004,0.015,mg,kg,M,dry,0.03,2.0
663,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Aluminum,,Cert,5.33,0.49,4.84,5.82,0.245,%,,,dry,0.49,2.0
664,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Anthanthrene,,Ref,0.9,0.1,0.8,1.0,0.05,mg,kg,M,dry,0.1,2.0
665,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Anthracene,1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,Ref,1.13,0.07,1.0599999999999998,1.2,0.035,mg,kg,M,dry,0.07,2.0
666,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Antimony,,Ref,4.6,0.9,3.6999999999999997,5.5,0.45,mg,kg,M,dry,0.9,2.0
667,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Arsenic,,Cert,18.9,2.8,16.099999999999998,21.7,1.4,mg,kg,M,dry,2.8,2.0
668,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benz[a]anthracene,,Cert,4.72,0.11,4.609999999999999,4.83,0.055,mg,kg,M,dry,0.11,2.0
669,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[a]fluoranthene,,Cert,0.78,0.12,0.66,0.9,0.06,mg,kg,M,dry,0.12,2.0
670,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[a]pyrene,,Cert,4.3,0.13,4.17,4.43,0.065,mg,kg,M,dry,0.13,2.0
671,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[b]chrysene,,Cert,0.63,0.1,0.53,0.73,0.05,mg,kg,M,dry,0.1,2.0
672,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[b]fluoranthene,,Cert,3.87,0.42,3.45,4.29,0.21,mg,kg,M,dry,0.42,2.0
673,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[b]perylene,,Ref,0.43,0.04,0.39,0.47,0.02,mg,kg,M,dry,0.04,2.0
674,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[c]phenathrene,,Cert,0.76,0.1,0.66,0.86,0.05,mg,kg,M,dry,0.1,2.0
675,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[e]pyrene,,Cert,3.28,0.11,3.17,3.3899999999999997,0.055,mg,kg,M,dry,0.11,2.0
676,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[ghi]perylene,,Cert,2.84,0.1,2.7399999999999998,2.94,0.05,mg,kg,M,dry,0.1,2.0
677,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[j]fluoranthene,,Cert,2.09,0.44,1.65,2.53,0.22,mg,kg,M,dry,0.44,2.0
678,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Benzo[k]fluoranthene,,Cert,2.3,0.2,2.0999999999999996,2.5,0.1,mg,kg,M,dry,0.2,2.0
679,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Beryllium,,Ref,1.6,0.3,1.3,1.9000000000000001,0.15,mg,kg,M,dry,0.3,2.0
680,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Biphenyl,1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,Ref,0.25,0.02,0.23,0.27,0.01,mg,kg,M,dry,0.02,2.0
681,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Bromine,1S/Br,Ref,86.0,10.0,76.0,96.0,5.0,mg,kg,M,dry,10.0,2.0
682,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Cadmium,1S/Cd,Cert,8.8,1.4,7.4,10.200000000000001,0.7,mg,kg,M,dry,1.4,2.0
683,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Calcium,,Ref,1.0,0.1,0.9,1.1,0.05,%,,,dry,0.1,2.0
684,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Cesium,1S/Cs,Ref,3.0,0.3,2.7,3.3,0.15,mg,kg,M,dry,0.3,2.0
685,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Chlorine,,Ref,1.4,0.2,1.2,1.5999999999999999,0.1,%,,,dry,0.2,2.0
686,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Chromium,1S/Cr,Cert,266.0,24.0,242.0,290.0,12.0,mg,kg,M,dry,24.0,2.0
687,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Chrysene,1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,Cert,4.86,0.1,4.760000000000001,4.96,0.05,mg,kg,M,dry,0.1,2.0
688,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,cis-Chlordane,"1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",Cert,16.51,0.83,15.680000000000001,17.34,0.415,ug,kg,M,dry,0.83,2.0
689,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,cis-Nonachlor,"1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H",Ref,3.7,0.7,3.0,4.4,0.35,ug,kg,M,dry,0.7,2.0
690,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Cobalt,1S/Co,Ref,14.0,2.0,12.0,16.0,1.0,mg,kg,M,dry,2.0,2.0
691,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Copper,1S/Cu,Ref,380.0,40.0,340.0,420.0,20.0,mg,kg,M,dry,40.0,2.0
692,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Coronene,1S/C24H12/c1-2-14-5-6-16-9-11-18-12-10-17-8-7-15-4-3-13(1)19-20(14)22(16)24(18)23(17)21(15)19/h1-12H,Ref,0.53,0.04,0.49000000000000005,0.5700000000000001,0.02,mg,kg,M,dry,0.04,2.0
693,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenz[a,c]anthracene",,Cert,0.335,0.013,0.322,0.34800000000000003,0.0065,mg,kg,M,dry,0.013,2.0
694,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenz[a,h]anthracene",,Cert,0.424,0.069,0.355,0.493,0.0345,mg,kg,M,dry,0.069,2.0
695,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenz[a,j]anthracene",,Cert,0.5,0.044,0.456,0.544,0.022,mg,kg,M,dry,0.044,2.0
696,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[a,e]pyrene",1S/C24H14/c1-2-8-17-16(6-1)14-22-19-10-4-3-9-18(19)20-11-5-7-15-12-13-21(17)24(22)23(15)20/h1-14H,Ref,0.67,0.05,0.62,0.7200000000000001,0.025,mg,kg,M,dry,0.05,2.0
697,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[a,h]pyrene",1S/C24H14/c1-3-7-19-15(5-1)13-17-9-12-22-20-8-4-2-6-16(20)14-18-10-11-21(19)23(17)24(18)22/h1-14H,Ref,0.11,0.01,0.1,0.12,0.005,mg,kg,M,dry,0.01,2.0
698,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[a,i]pyrene",1S/C24H14/c1-3-7-19-15(5-1)13-17-9-10-18-14-16-6-2-4-8-20(16)22-12-11-21(19)23(17)24(18)22/h1-14H,Ref,0.3,0.03,0.27,0.32999999999999996,0.015,mg,kg,M,dry,0.03,2.0
699,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[a,k]fluoranthene",,Ref,0.22,0.02,0.2,0.24,0.01,mg,kg,M,dry,0.02,2.0
700,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[a,l]pyrene",1S/C24H14/c1-2-8-18-16(6-1)14-17-13-12-15-7-5-11-20-19-9-3-4-10-21(19)24(18)23(17)22(15)20/h1-14H,Ref,0.12,0.02,0.09999999999999999,0.13999999999999999,0.01,mg,kg,M,dry,0.02,2.0
701,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[b,e]fluoranthene",,Ref,0.076,0.008,0.068,0.08399999999999999,0.004,mg,kg,M,dry,0.008,2.0
702,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[b,k]fluoranthene",,Ref,0.75,0.06,0.69,0.81,0.03,mg,kg,M,dry,0.06,2.0
703,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[e,l]pyrene",,Ref,0.28,0.02,0.26,0.30000000000000004,0.01,mg,kg,M,dry,0.02,2.0
704,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Dibenzo[j,l]fluoranthene",,Ref,0.56,0.03,0.53,0.5900000000000001,0.015,mg,kg,M,dry,0.03,2.0
705,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Dibenzothiophene,1S/C12H8S/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,Ref,0.5,0.03,0.47,0.53,0.015,mg,kg,M,dry,0.03,2.0
706,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Extractable Mass,,Ref,1.15,0.04,1.1099999999999999,1.19,0.02,%,,,dry,0.04,2.0
707,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Fluoranthene,1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,Cert,8.92,0.32,8.6,9.24,0.16,mg,kg,M,dry,0.32,2.0
708,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Fluorene,"1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",Ref,0.48,0.04,0.44,0.52,0.02,mg,kg,M,dry,0.04,2.0
709,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Hexachlorobenzene,1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,Cert,6.03,0.35,5.680000000000001,6.38,0.175,ug,kg,M,dry,0.35,2.0
710,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Indeno[1,2,3-cd]pyrene",,Cert,2.78,0.1,2.6799999999999997,2.88,0.04784688995215312,mg,kg,M,dry,0.1,2.09
711,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Iron,1S/Fe,Cert,3.53,0.16,3.3699999999999997,3.69,0.08,%,,,dry,0.16,2.0
712,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Lead,,Cert,330.0,48.0,282.0,378.0,24.36548223350254,mg,kg,M,dry,48.0,1.97
713,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Manganese,1S/Mn,Cert,505.0,25.0,480.0,530.0,12.5,mg,kg,M,dry,25.0,2.0
714,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Mean diameter (area distribution),,Ref,120.4,0.1,120.30000000000001,120.5,0.05,um,,V,dry,0.1,2.0
715,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Mean diameter (number distribution),,Ref,75.7,0.3,75.4,76.0,0.15,um,,V,dry,0.3,2.0
716,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Mean diameter (volume distribution, MV)",,Ref,151.2,0.4,150.79999999999998,151.6,0.2,um,,V,dry,0.4,2.0
717,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Mercury,1S/Hg,Ref,3.4,0.5,2.9,3.9,0.25,mg,kg,M,dry,0.5,2.0
718,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Naphthalene,1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,Ref,1.28,0.04,1.24,1.32,0.02,mg,kg,M,dry,0.04,2.0
719,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[1,2-b]fluoranthene",,Ref,0.7,0.06,0.6399999999999999,0.76,0.03,mg,kg,M,dry,0.06,2.0
720,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[1,2-k]fluoranthene+Naphtho[2,3-j]fluoranthene",,Ref,0.66,0.05,0.61,0.7100000000000001,0.025,mg,kg,M,dry,0.05,2.0
721,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[2,1-a]pyrene",,Ref,0.76,0.05,0.71,0.81,0.025,mg,kg,M,dry,0.05,2.0
722,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[2,3-a]pyrene",,Ref,0.23,0.01,0.22,0.24000000000000002,0.005,mg,kg,M,dry,0.01,2.0
723,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[2,3-b]fluoranthene",,Ref,0.21,0.01,0.19999999999999998,0.22,0.005,mg,kg,M,dry,0.01,2.0
724,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[2,3-e]pyrene",,Ref,0.33,0.02,0.31,0.35000000000000003,0.01,mg,kg,M,dry,0.02,2.0
725,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,"Naphtho[2,3-k]fluoranthene",,Ref,0.11,0.01,0.1,0.12,0.005,mg,kg,M,dry,0.01,2.0
726,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Nickel,1S/Ni,Cert,76.1,5.6,70.5,81.69999999999999,2.8,mg,kg,M,dry,5.6,2.0
727,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Octachlorodibenzofuran,1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,Ref,1.0,0.1,0.9,1.1,0.05,ug,kg,M,dry,0.1,2.0
728,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,Octachlorodibenzo-p-dioxin,1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,Ref,5.8,0.7,5.1,6.5,0.35,ug,kg,M,dry,0.7,2.0
729,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 100,1S/C12H5Br5O/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5H,Ref,0.447,0.027,0.42,0.47400000000000003,0.0135,ug,kg,M,dry,0.027,2.0
730,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 153,1S/C12H4Br6O/c13-5-1-9(17)11(3-7(5)15)19-12-4-8(16)6(14)2-10(12)18/h1-4H,Ref,6.44,0.37,6.07,6.8100000000000005,0.185,ug,kg,M,dry,0.37,2.0
731,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 154,1S/C12H4Br6O/c13-5-1-9(17)12(10(18)2-5)19-11-4-7(15)6(14)3-8(11)16/h1-4H,Ref,1.06,0.08,0.9800000000000001,1.1400000000000001,0.04,ug,kg,M,dry,0.08,2.0
732,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 183,1S/C12H3Br7O/c13-4-1-6(15)9(3-5(4)14)20-12-8(17)2-7(16)10(18)11(12)19/h1-3H,Ref,31.8,0.1,31.7,31.900000000000002,0.05,ug,kg,M,dry,0.1,2.0
733,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 206,1S/C12HBr9O/c13-2-1-3(5(15)6(16)4(2)14)22-12-10(20)8(18)7(17)9(19)11(12)21/h1H,Ref,6.2,1.0,5.2,7.2,0.5,ug,kg,M,dry,1.0,2.0
734,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 209,1S/C12Br10O/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22,Ref,93.5,4.4,89.1,97.9,2.2,ug,kg,M,dry,4.4,2.0
735,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 47,1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H,Ref,1.72,0.28,1.44,2.0,0.14,ug,kg,M,dry,0.28,2.0
736,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PBDE 99,1S/C12H5Br5O/c13-6-1-2-11(9(16)3-6)18-12-5-8(15)7(14)4-10(12)17/h1-5H,Ref,1.98,0.26,1.72,2.24,0.13,ug,kg,M,dry,0.26,2.0
737,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 101,1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,Cert,73.4,2.5,70.9,75.9,1.25,ug,kg,M,dry,2.5,2.0
738,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 105,1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H,Cert,24.5,1.1,23.4,25.6,0.55,ug,kg,M,dry,1.1,2.0
739,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 110,1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,Cert,63.5,4.7,58.8,68.2,2.35,ug,kg,M,dry,4.7,2.0
740,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 118,1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,Cert,58.0,4.3,53.7,62.3,2.15,ug,kg,M,dry,4.3,2.0
741,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 128,1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,Cert,8.47,0.28,8.190000000000001,8.75,0.14,ug,kg,M,dry,0.28,2.0
742,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 138,1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,Cert,62.1,3.0,59.1,65.1,1.5,ug,kg,M,dry,3.0,2.0
743,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 146,1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,Ref,10.1,1.9,8.2,12.0,0.95,ug,kg,M,dry,1.9,2.0
744,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 149,1S/C12H4Cl6/c13-6-1-2-7(14)12(18)11(6)5-3-9(16)10(17)4-8(5)15/h1-4H,Cert,49.7,1.2,48.5,50.900000000000006,0.6,ug,kg,M,dry,1.2,2.0
745,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 151,1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,Cert,16.93,0.36,16.57,17.29,0.18,ug,kg,M,dry,0.36,2.0
746,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 153,1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,Cert,74.0,2.9,71.1,76.9,1.45,ug,kg,M,dry,2.9,2.0
747,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 156,1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,Cert,6.52,0.66,5.859999999999999,7.18,0.33,ug,kg,M,dry,0.66,2.0
748,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 163,1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,Ref,14.4,2.0,12.4,16.4,1.0,ug,kg,M,dry,2.0,2.0
749,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 170,1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,Cert,22.6,1.4,21.200000000000003,24.0,0.7,ug,kg,M,dry,1.4,2.0
750,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 174,1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,Ref,16.0,0.6,15.4,16.6,0.3,ug,kg,M,dry,0.6,2.0
751,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 18,1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,Cert,51.0,2.6,48.4,53.6,1.3,ug,kg,M,dry,2.6,2.0
752,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 180,1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,Cert,44.3,1.2,43.099999999999994,45.5,0.6,ug,kg,M,dry,1.2,2.0
753,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 183,1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H,Cert,12.19,0.57,11.62,12.76,0.285,ug,kg,M,dry,0.57,2.0
754,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 187,1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-11(18)8(16)3-9(17)12(10)19/h1-3H,Cert,25.1,1.0,24.1,26.1,0.5,ug,kg,M,dry,1.0,2.0
755,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 194,1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,Cert,11.2,1.4,9.799999999999999,12.6,0.7,ug,kg,M,dry,1.4,2.0
756,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 195,1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,Cert,3.75,0.39,3.36,4.14,0.195,ug,kg,M,dry,0.39,2.0
757,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 206,1S/C12HCl9/c13-3-1-2(5(14)9(18)6(3)15)4-7(16)10(19)12(21)11(20)8(4)17/h1H,Cert,9.21,0.51,8.700000000000001,9.72,0.255,ug,kg,M,dry,0.51,2.0
758,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 209,1S/C12Cl10/c13-3-1(4(14)8(18)11(21)7(3)17)2-5(15)9(19)12(22)10(20)6(2)16,Cert,6.81,0.33,6.4799999999999995,7.14,0.165,ug,kg,M,dry,0.33,2.0
759,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 28,1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,Cert,80.8,2.7,78.1,83.5,1.35,ug,kg,M,dry,2.7,2.0
760,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 31,1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,Cert,78.7,1.6,77.10000000000001,80.3,0.8,ug,kg,M,dry,1.6,2.0
761,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 44,1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,Cert,60.2,2.0,58.2,62.2,1.0,ug,kg,M,dry,2.0,2.0
762,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 45,1S/C12H6Cl4/c13-8-4-2-1-3-7(8)11-9(14)5-6-10(15)12(11)16/h1-6H,Ref,10.8,1.4,9.4,12.200000000000001,0.7,ug,kg,M,dry,1.4,2.0
763,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 49,1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,Cert,53.0,1.7,51.3,54.7,0.85,ug,kg,M,dry,1.7,2.0
764,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 52,1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,Cert,79.4,2.0,77.4,81.4,1.0,ug,kg,M,dry,2.0,2.0
765,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 66,1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,Cert,71.9,4.3,67.60000000000001,76.2,2.15,ug,kg,M,dry,4.3,2.0
766,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 8,1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,Cert,22.3,2.3,20.0,24.6,1.15,ug,kg,M,dry,2.3,2.0
767,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 87,1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,Cert,29.9,4.3,25.599999999999998,34.199999999999996,2.15,ug,kg,M,dry,4.3,2.0
768,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 95,1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,Cert,65.0,8.9,56.1,73.9,4.45,ug,kg,M,dry,8.9,2.0
769,,SRM 1944,New York/New Jersey Waterway Sediment,2011-09-27,PCB 99,1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,Cert,37.5,2.4,35.1,39.9,1.2,ug,kg,M,dry,2.4,2.0
